steamLink,title_en,title_zh,title_ja,price,bargain_price,game_type
https://store.steampowered.com/app/2059980,Oriental Immortal,元炁,元炁,,,
https://store.steampowered.com/app/2286780/_/,Aeruta,亞路塔：狐狸狐途的麵包冒險,Aeruta アルタ,,,
https://store.steampowered.com/app/2862140/Shaolin_Bao/,Shaolin Bao,Shaolin Bao,Shaolin Bao,,,
https://store.steampowered.com/app/3222020/Crimson_Quest/,Crimson Quest,Crimson Quest,Crimson Quest,,,
https://store.steampowered.com/app/1534980/Terminus_Zombie_Survivors/,Terminus: Zombie Survivors,Terminus: Zombie Survivors,Terminus: Zombie Survivors,,,
https://store.steampowered.com/app/3016890,Vibrant Frame,青春之框,青春フレーム,,,
https://store.steampowered.com/app/3012130,Phantom of the Twilight,黃昏魅影,黄昏のファントム,,,
https://store.steampowered.com/app/2093800/,METAL SUITS: Counter-attack,鐵血機兵: 反擊,メタルスーツ: カウンターアタック,,,
https://store.steampowered.com/app/2492290/Uncover_the_Smoking_Gun/,Uncover the Smoking Gun,電腦偵探: 確鑿證據,Uncover the Smoking Gun,,,
https://store.steampowered.com/app/2696400/Magical_Mic_Duel_Senpai_Hear_My_Spell/,"Magical Mic Duel: Senpai, Hear My Spell",魔法少女萌萌噠偽娘戰士扑通扑通噗噗颤动魔力啵啵,魔法少女☆可愛いラブリー★ずきゅんどきゅんばきゅんぶきゅん☆ルルピン,,,
https://store.steampowered.com/app/2801940/Scavenger_TOM/,Scavenger T.O.M,Scavenger T.O.M,Scavenger T.O.M,,,
https://store.steampowered.com/app/2827200/MIMESIS/,MIMESIS,MIMESIS,MIMESIS,,,
https://store.steampowered.com/app/3164400/Cats_Go/?beta=0,Cats Go!,Cats Go!,Cats Go!,,,
https://store.steampowered.com/app/2441270/Kill_The_Crows,Kill The Crows,Kill The Crows,Kill The Crows,,,
https://store.steampowered.com/app/2891020/Undusted_Letters_from_the_Past,Undusted: Letters from the Past,Undusted：來自過去的信件,アンダステッド：過去からの手紙,,,
https://store.steampowered.com/app/3067920/Deep_Fringe/,Deep Fringe,深狱,深獄,,,
https://store.steampowered.com/app/3296330,Timelake: Time Travel Tactics,Timelake: Time Travel Tactics,Timelake: Time Travel Tactics,,,
https://store.steampowered.com/app/2897250/,Thaw,盡冬之時,み冬尽く日,,,
https://store.steampowered.com/app/2697930/Commander_Quest/,Commander Quest,Commander Quest,コマンダークエスト (Commander Quest),,,
store.steampowered.com/app/2697940,Ascend to ZERO,Ascend to ZERO,Ascend to ZERO,,,
https://store.steampowered.com/app/3470560/_/,Millennium Dream,Millennium Dream,Millennium Dream,,,
https://store.steampowered.com/app/3312060/Beast_Survivor/,Beast Survivor,Beast Survivor,Beast Survivor,,,
https://store.steampowered.com/app/3098140/Crown_and_Adventure/,Crown and Adventure,Crown and Adventure / 王冠與冒險,Crown and Adventure,,,
https://store.steampowered.com/app/1141260/1000_Deaths_Thousand_Deaths/,1000 Deaths (Thousand Deaths),1000 Deaths 千重命隕,1000 Deaths 千の運命,,,
https://store.steampowered.com/app/1716310/AWAKEN__Astral_Blade/,AWAKEN - Astral Blade,覺醒異刃,Awaken - Astral Blade,,,
https://store.steampowered.com/app/2560240/Biped_2/,Biped 2,知只大冒险2,Biped 2,,,
https://store.steampowered.com/app/2286600/HOTEL_BARCELONA/,HOTEL BARCELONA,HOTEL BARCELONA,HOTEL BARCELONA,,,
https://store.steampowered.com/app/3584920/,Kaolengmian Legend,Kaolengmian Legend,中華・焼き冷麺・伝説,,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/3584920/ef6a41bf2f4f01e2fb6f970ba5310e49d9f99d49/header.jpg,
https://store.steampowered.com/app/3412110/_/,Severed Love,殘損失愛,欠損失愛,,,
https://store.steampowered.com/app/1951520/Romp_of_Dump/,Romp of Dump,Romp of Dump,Romp of Dump,,,
https://store.steampowered.com/app/2854210,HaeTae: Guardians,獬豸: Guardians,HaeTae: Guardians,,,
https://store.steampowered.com/app/3382170/_/,Revival and Exploration,築城與探險,筑城与探险,,,
https://store.steampowered.com/app/1902860/Light_Odyssey/,Light Odyssey,Light Odyssey,Light Odyssey,,,
https://store.steampowered.com/app/3369020/Death__Faeology/,Death &amp; Faeology,Death &amp; Faeology,Death &amp; Faeology,,,
https://store.steampowered.com/app/3517300/,The Way of Knight,The Way of Knight,The Way of Knight,,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/3517300/297e1ea9998ba8db25e187e1428beee88ab5ebd9/header.jpg,
https://store.steampowered.com/app/1578440/QuietMansion1/,QuietMansion1,QuietMansion1,QuietMansion1,,,
https://store.steampowered.com/app/2545200/_/,Animaloid Girl,獣人化少女,アニマロイドガール,,,
https://store.steampowered.com/app/3442170/SwooshCat/,SwooshCat 轻灵跃影喵,SwooshCat 轻灵跃影喵,SwooshCat 轻灵跃影喵,,,
https://store.steampowered.com/app/2500690/Dumbriel_Magnificent_Adventure_in_Hell,Dumbriel: Magnificent Adventure in Hell,Dumbriel: Magnificent Adventure in Hell,Dumbriel: Magnificent Adventure in Hell,,,
https://store.steampowered.com/app/2168120/Anomalistic_Revolution/,Anomalistic Revolution,Anomalistic Revolution,Anomalistic Revolution,,,
https://store.steampowered.com/app/1683270/Recall_Empty_Wishes/,Recall: Empty Wishes,Recall: Empty Wishes 空願,Recall: Empty Wishes,,,
https://store.steampowered.com/app/1679510/Plushie_from_the_Sky/,Plushie from the Sky,Plushie from the Sky,Plushie from the Sky,,,
https://store.steampowered.com/app/3415380/CoreRunner/,CoreRunner,CoreRunner,CoreRunner,,,
https://store.steampowered.com/app/2919560,👑Idle Calibur：Zero💕（选王之剑：零）,👑選王之劍：零👑,👑選王の剣：零👑,,,
https://store.steampowered.com/app/3484100/_Bait_Soul/,Bait Soul,掛靈 (Bait Soul),掛靈 かけれい (Bait Soul),,,
https://store.steampowered.com/app/3296450/The_Window_8/,The Window 8,八號視窗,8番窓口,,,
https://store.steampowered.com/app/3065720/_/,life is not auto,life is not auto,life is not auto,,,
https://store.steampowered.com/app/1684100/___HalluciSabbat_of_Koishi/,Halluci-Sabbat of Koishi,幻恋の夜宴: ハルーシサノバこいし ~ Halluci-Sabbat of Koishi,幻恋の夜宴: ハルーシサノバこいし ~ Halluci-Sabbat of Koishi,,,
https://store.steampowered.com/app/3313930/_/,Galactic Simulator,銀河模擬器,銀河シミュレーター,,,
https://store.steampowered.com/app/1677100/AiliA/,AiliA,AiliA,AiliA,,,
https://store.steampowered.com/app/3347200?utm_source=media,Cat Gladiator,喵喵角鬥士,Cat Gladiator,,,
https://store.steampowered.com/app/1144240/_/,MolaMolaAdventure,翻車魚冒險,マンボウの大冒険,,,
https://store.steampowered.com/app/2727360/,Wuxia Saga: Ten Thousand Paths,萬化江湖,万道俠影,,,
https://store.steampowered.com/app/3397230/_/,Kitten Food Alley,摸貓美食街,Kitten Food Alley,,,
https://store.steampowered.com/app/3265060/_/,东方异域见闻 ~ Touhou Dystopian,东方异域见闻 ~ Touhou Dystopian,东方异域见闻 ~ Touhou Dystopian,,,
https://store.steampowered.com/app/2191570/_/,Magic Boutique of Royal Blue,羅亞柏藍的魔法裁縫屋,ロイヤルブルーの魔法ブティック,,,
https://store.steampowered.com/app/2223420/_/?beta=0,Voice of Belldona,紡織者之詠,Voice of Belldona,,,
https://store.steampowered.com/app/1233070/Isles_of_Sea_and_Sky/,Isles of Sea and Sky,海天岛传说,空と海の伝説,,,
https://store.steampowered.com/app/2590150/Faaast_Penguin/,Faaast Penguin,一鵝當先 / Faaast Penguin,Faaast Penguin / ファーストペンギン,,,
https://store.steampowered.com/app/3337210/_/,GIRLS MADE PUDDING,Girls Made Pudding -少女布丁旅情-,ガールズメイドプディング,,,
https://store.steampowered.com/app/2951340/_/,Moonless Moon,Moonless Moon,ムーンレスムーン,,,
https://store.steampowered.com/app/1619230/The_Star_Named_EOS/,The Star Named EOS,The Star Named EOS：未曉星程,The Star Named EOS ～未明の軌跡へ～,,,
https://store.steampowered.com/app/3444580/_/,Taishō Romance Theater,大正浪漫劇場,大正浪漫劇場,,,
https://store.steampowered.com/app/1179890/Pull_Stay/,Pull Stay,Pull Stay,Pull Stay,,,
https://store.steampowered.com/app/3010030/BlockWorld_Ai/,BlockWorld Ai,BlockWorld Ai,BlockWorld Ai,,,
https://store.steampowered.com/app/2357950/Q2_HUMANITY/,Q2 HUMANITY,Q2 HUMANITY,Q2 HUMANITY,,,
https://store.steampowered.com/app/3502720/6530348c10f0647394933a827dcb1952367f6fdd/,VTuberのQ,VTuberのQ,VTuberのQ,,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/3502720/6530348c10f0647394933a827dcb1952367f6fdd/header.jpg,
https://store.steampowered.com/app/2543760/KAGEShadow_of_The_Ninja/,Shadow of the Ninja - Reborn,KAGE～Shadow of The Ninja 絕影戰士,闇の仕事人KAGE　Shadow of The Ninja,,,
https://store.steampowered.com/app/2524360/With_My_Past/,With My Past,With My Past 往事伴我,With My Past 私の過去とともに,,,
https://store.steampowered.com/app/2544900/_/,Doodle Adventure of Chameleon,變色龍童繪歷險,Doodle Adventure of Chameleon,,,
https://store.steampowered.com/app/3169910/_/,Weapons Arena,刀劍競技場,刀剣競技場,,,
https://store.steampowered.com/app/2781280/_/,Espionage,諜影迷蹤,Espionage,,,
https://store.steampowered.com/app/3234700/_/,Break Siege,突破重圍,シージブレイク,,,
https://store.steampowered.com/app/3258560/_/,I'm No Demonlord,我不是魔王,魔王の器,,,
https://store.steampowered.com/app/3333130/_/,Cosmic Lighthouse,宇宙燈塔,Cosmic Lighthouse,,,
https://store.steampowered.com/app/3018460/_/,Fatal Dopamine/ 致命多巴胺,致命多巴胺,Fatal Dopamine/ 致命多巴胺,,,
https://store.steampowered.com/app/3009310,Master of Piece,Master of Piece,Master of Piece,,,
https://store.steampowered.com/app/2143680/_Noctuary/,Noctuary,夢燈花 Noctuary,夢灯華 Noctuary,,,
https://store.steampowered.com/app/2530470,Garden of Witches,魔女庭園,魔女の庭,,,
https://store.steampowered.com/app/2795660/Yume_Kakigori/,Yume Kakigori,Yume Kakigori,Yume Kakigori,,,
https://store.steampowered.com/app/2988300/_/,Bugtopia,Bugtopia,Bugtopia,,,
https://store.steampowered.com/app/1999520/CATO/,CATO: Buttered Cat,CATO: Buttered Cat,CATO: Buttered Cat,,,
https://store.steampowered.com/app/2612700/S4U_2011/,S4U: CITYPUNK 2011 AND LOVE PUNCH,S4U: CITYPUNK 2011 AND LOVE PUNCH,S4U: CITYPUNK 2011 AND LOVE PUNCH,,,
https://store.steampowered.com/app/2612690/_/,Roots Devour,Roots Devour,Roots Devour,,,
https://store.steampowered.com/app/3119690/Sameowrai/,Sa[meow]rai: Silverwing Stray,Sa[meow]rai: Silverwing Stray,Sa[meow]rai: 銀翼の猫侍,,,
https://store.steampowered.com/app/2538880/_Spirit_X_Strike/,Spirit X Strike,灵拳 Spirit X Strike,灵拳 Spirit X Strike,,,
https://store.steampowered.com/app/3119700/NOOK_FALL/,NOOK FALL: West Town,NOOK FALL: West Town,NOOK FALL: West Town,,,
https://store.steampowered.com/app/2480100/Dino_Ramen_Express/,Dino Ramen Express,世界岛 · 宅急送,世界岛 · 宅急送,,,
https://store.steampowered.com/app/2064610/Relic_Guardian__Tower_Defense/,Relic Guardian - Tower Defense,遺物守護者,Relic Guardian - Tower Defense,,,
https://store.steampowered.com/app/2975680/__Revelation_of_Decay/,腐朽默示 / Revelation of Decay,腐朽默示 / Revelation of Decay,腐朽默示 / Revelation of Decay,,,
https://store.steampowered.com/app/2666160/STARVEIL_PROTOCOL_AAA/,STARVEIL PROTOCOL A.A.A.,STARVEIL PROTOCOL A.A.A.,STARVEIL PROTOCOL A.A.A.,,,
https://store.steampowered.com/app/2985520/The_Player_Who_Cant_Level_Up/,The Player Who Can't Level Up,The Player Who Can't Level Up,The Player Who Can't Level Up,,,
https://store.steampowered.com/app/2659980/VEDA/,V.E.D.A: The Awakening of Souls,V.E.D.A: The Awakening of Souls,V.E.D.A: The Awakening of Souls,,,
https://store.steampowered.com/app/2939640/Broventure_The_Wild_Coop/,Broventure: The Wild Co-op,Broventure: The Wild Co-op,Broventure: The Wild Co-op,,,
https://store.steampowered.com/app/3196440/Vacation_Cafe_Simulator/,Vacation Cafe Simulator,Vacation Cafe Simulator,Vacation Cafe Simulator,,,
https://store.steampowered.com/app/2937840/SpinSweep,SpinSweep,SpinSweep,くるくり,,,
https://store.steampowered.com/app/1434540/Zoeti/,Zoeti,星詠之詩,Zoeti,,,
https://store.steampowered.com/app/3007890/RnGesus_Slayer/,RnGesus Slayer,RnGesus Slayer,RnGesus Slayer,,,
https://store.steampowered.com/app/3328700/3D_Escape_Chinese_Room/,3D Escape: Chinese Room,3D Escape: Chinese Room,3D Escape: Chinese Room,,,
https://store.steampowered.com/app/3411050/3D_Escape_Room_Detective_Story/,3D Escape Room: Detective Story,3D Escape Room: Detective Story,3D Escape Room: Detective Story,,,
https://store.steampowered.com/app/3133400/LIGHT_Path_of_the_Archmage/,LIGHT: Path of the Archmage,LIGHT: Path of the Archmage,LIGHT: Path of the Archmage,,,
https://store.steampowered.com/app/3340220?beta=0,The Adventures of Badgersaw Chapter 1,The Adventures of Badgersaw Chapter 1,The Adventures of Badgersaw Chapter 1,,,
https://store.steampowered.com/app/2486730/ART_IS_RIFLE/,ART IS RIFLE,ART IS RIFLE,ART IS RIFLE,,,
https://store.steampowered.com/app/2685370/Meowmunitions/,Meowmunitions,Meowmunitions,Meowmunitions,,,
https://store.steampowered.com/app/2453610/Towerful_Defense_A_Rogue_TD/,Towerful Defense: A Rogue TD,球球大塔防,超複雑タワーディフェンス,,,
https://store.steampowered.com/app/3170800/Love_is_in_the_Airship/,Love is in the Airship,Love is in the Airship,LOVE IS IN THE AIRSHIP - 空飛ぶ愛,,,
https://store.steampowered.com/app/3456800/Rock_Crusher/,Rock Crusher,岩石破碎機 | Rock Crusher,岩を砕く | Rock Crusher,,,
https://store.steampowered.com/app/2463690/Strange_Seed/,Strange Seed,Strange Seed,Strange Seed,,,
https://store.steampowered.com/app/2341620/Alpine_Lake/,Alpine Lake,Alpine Lake,Alpine Lake,,,
https://store.steampowered.com/app/3597890/,Nekogumi,貓選組,Nekogumi,,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/3597890/57deab5c86858366b37465a756fbf15a6c2befe0/header.jpg,
https://store.steampowered.com/app/3099630/Academy_Love_Saga_Tennis_Angels/,Academy Love Saga: Tennis Angels,網球天使,テニス エンゼル,,,
https://store.steampowered.com/app/2342950/God_Of_Weapons/,God Of Weapons,God Of Weapons,God Of Weapons,,,
https://store.steampowered.com/app/3282110/Sakichan__Track_Of_Fury/,Sakichan - Track Of Fury,小咲: 狂怒之軌,サキちゃん: トラックオブファリー,,,
https://store.steampowered.com/app/3018390/PSYCHO_DEAD/,PSYCHO DEAD,PSYCHO DEAD,PSYCHO DEAD,,,
https://store.steampowered.com/app/3574020/be030fe00846d8f0f6a9b4e189b81780233fd807/,Ramen Simulator,拉麵模擬器,らーめんシミュレーター,,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/3574020/be030fe00846d8f0f6a9b4e189b81780233fd807/header.jpg,
https://store.steampowered.com/app/1529640/Hanakos_Flower_Shop,Hanako's Flower Shop,Hanako's Flower Shop,Hanako's Flower Shop,,,
https://store.steampowered.com/app/3065810/One_Room_Dungeon/,One Room Dungeon,One Room Dungeon,One Room Dungeon,,,
https://store.steampowered.com/app/2440890/_NobodyNowhere/,Nobody Nowhere,Nobody Nowhere,名無き居場所 NobodyNowhere,,,
https://store.steampowered.com/app/3540610/,Astral Hunter: Homebound,Astral Hunter: Homebound,Astral Hunter: Homebound,,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/3540610/b8204cd25bfaec27ccd47ebe3bd0b12072f590d3/header.jpg,
https://store.steampowered.com/app/3338670/MUSE/,MUSE / ミューズ,MUSE / ミューズ,MUSE / ミューズ,,,
https://store.steampowered.com/app/2618970/Galactic_Super_Station/,Galactic Super Station,Galactic Super Station,Galactic Super Station,,,
https://store.steampowered.com/app/3136380/Space_Menace_2/,Space Menace 2,Space Menace 2,Space Menace 2,,,
https://store.steampowered.com/app/2020710/Havendock/,Havendock,海港物語 Havendock,Havendock,,,
https://store.steampowered.com/app/2593340/Wonderia,Wonderia,Wonderia,Wonderia,,,
https://store.steampowered.com/app/2390230/The_Chefs_Shift/,The Chef's Shift,大厨的轮班 The Chef's Shift,The Chef's Shift,,,
https://store.steampowered.com/app/2343880/The_Diary,The Diary,她的日記,彼女の日記,,,
https://store.steampowered.com/app/2435810/BLACK_BOX_LSS__The_Merciful_Savior,BLACK BOX LSS - The Merciful Savior,BLACK BOX LSS - 慈爱的救济者,BLACK BOX LSS - 慈爱的救济者,,,
https://store.steampowered.com/app/2963600/Card_Cultivation,Card Cultivation,卡牌修仙傳,Card Cultivation,,,
https://store.steampowered.com/app/3085910/Feastopia,Feastopia,Feastopia,Feastopia,,,
https://store.steampowered.com/app/2769070/Ultimate_Hero,Ultimate Hero,Ultimate Hero,Ultimate Hero,,,
https://store.steampowered.com/app/2309830/Laser_Tanks/,Laser Tanks,Laser Tanks,Laser Tanks,,,
https://store.steampowered.com/app/3064290/Trizon,Trizon,Trizon,Trizon,,,
https://store.steampowered.com/app/2349630/Litchi_Town,Litchi Town,古鎮閑居,Litchi Town,,,
https://store.steampowered.com/app/3119640/Warbound,Warbound,Warbound,Warbound,,,
https://store.steampowered.com/app/3399960/Fish_to_Dish_Idle_Sushi,Fish to Dish: Idle Sushi,悠哉釣魚,Fish to Dish: Idle Sushi,,,
https://store.steampowered.com/app/3177890/,Rana Card,Rana Card,Rana Card,,,
https://store.steampowered.com/app/2336220/,Feed the Cups,Feed the Cups,Feed the Cups,,,
https://store.steampowered.com/app/2665680/Tower_of_Babel_Survivors_of_Chaos/,Tower of Babel: Survivors of Chaos,巴別塔：混亂的倖存者,バベルの塔: 混沌の生存者たち,,,
https://store.steampowered.com/app/1104600/Rune_Fencer_Illyia/,Rune Fencer Illyia,Rune Fencer Illyia,Rune Fencer Illyia,,,
https://store.steampowered.com/app/3473130/Valkyrie_Rosetta/,Valkyrie: Rosetta,Valkyrie: Rosetta,Valkyrie: Rosetta,,,
https://store.steampowered.com/app/3040930/Just_A_Shadow_Game/,Just A Shadow Game,Just A Shadow Game,祭壇の儀式,,,
https://store.steampowered.com/app/3510510/Phantom_of_the_Grove/,Phantom of the Grove,Phantom of the Grove,Phantom of the Grove,,,
https://store.steampowered.com/app/2849650/Sealed_Bite_Extended/,Sealed Bite: Extended,Sealed Bite: Extended,Sealed Bite: Extended,,,
https://store.steampowered.com/app/3196750/Bober_Bros_Happy_House/,[Bober Bros] Happy House,[Bober Bros] Happy House,[Bober Bros] Happy House,,,
https://store.steampowered.com/app/2489330/Whiskerwood/,Whiskerwood,鼠寶小鎮  Whiskerwood,Whiskerwood ウィスカーウッド,,,
https://store.steampowered.com/app/1727760/Mars_Tactics/,Mars Tactics,火星戰略 Mars Tactics,Mars Tactics マーズ・タクティクス,,,
https://store.steampowered.com/app/3435110/Dont_Freeze_A_Winter_Card_Survival,Don't Freeze: A Winter Card Survival,Don't Freeze: A Winter Card Survival,Don't Freeze: A Winter Card Survival,,,
https://store.steampowered.com/app/2110150/Thesis_of_Love/,Thesis of Love 心动论证,Thesis of Love 心动论证,Thesis of Love 心动论证,,,
https://store.steampowered.com/app/3263640/,The Gambit Lost to Time,The Gambit Lost to Time,The Gambit Lost to Time,,,
https://store.steampowered.com/app/2574640/Dark_Samurai/,Dark Samurai,Dark Samurai,Dark Samurai,,,
https://store.steampowered.com/app/1752990/Class_Zero_Seven/,Class Zero Seven,Class Zero Seven,Class Zero Seven,,,
https://store.steampowered.com/app/2321350/StormEdge/,StormEdge,風暴馭使,ストームエッジ,,,
https://store.steampowered.com/app/2027380/Lost_In_The_Open/,Lost In The Open,Lost In The Open,Lost In The Open,,,
https://store.steampowered.com/app/2601390/Pool_2/,Pool 2,Pool 2,Pool 2,,,
https://store.steampowered.com/app/1928690/Bionic_Bay/,Bionic Bay,Bionic Bay: 換影循跡,Bionic Bay / バイオニックベイ,,,
https://store.steampowered.com/app/2226730/STANDALONE/,STAND-ALONE,STAND-ALONE,STAND-ALONE,,,
https://store.steampowered.com/app/2325920/Forestrike/,Forestrike,Forestrike,Forestrike,,,
https://store.steampowered.com/app/1864000/Artis_Impact/,Artis Impact,Artis Impact,Artis Impact,,,
https://store.steampowered.com/app/2305840/Cat_Quest_III/,Cat Quest III,Cat Quest III,キャットクエスト3,,,
https://store.steampowered.com/app/1709760/_/,Slumhack,廢都駭客,スラムハック,,,
https://store.steampowered.com/app/2365230/,LoveSoTea,紅茶暮紀,紅茶カルテ｜LoveSoTea,,,
https://store.steampowered.com/app/2732210/Hopeless_Sea/,Hopeless Sea,無望之海,絶望の海,,,
https://store.steampowered.com/app/1574820/Until_Then/,Until Then,Until Then,Until Then,,,
https://store.steampowered.com/app/3374440/Majulah/,Majulah,Majulah,Majulah,,,
https://store.steampowered.com/app/2676990/Mighty_Knight_Legacy/,Mighty Knight Legacy,Mighty Knight Legacy,Mighty Knight Legacy,,,
https://store.steampowered.com/app/2542850/1001_Nights/,1001 Nights,1001 Nights,1001 Nights,,,
https://store.steampowered.com/app/3076910/UNDERGROUNDED/,UNDERGROUNDED,UNDERGROUNDED,UNDERGROUNDED,,,
https://store.steampowered.com/app/3054210/Identifile,Identifile,Identifile,Identifile,,,
https://store.steampowered.com/app/2685840/PastelParade/,Pastel☆Parade,Pastel☆Parade,Pastel☆Parade,,,
https://store.steampowered.com/app/3355790/FREEZIA/,FREEZIA,FREEZIA,FREEZIA,,,
https://store.steampowered.com/app/3005930/BatteryNote/,BatteryNote,BatteryNote,BatteryNote,,,
https://store.steampowered.com/app/3068710/_/,Vextorial,維度啟程,維度の旅,,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/3068710/257c8df100f6fc0094e10363d3e827b5cffd9536/header_tchinese.jpg,
https://store.steampowered.com/app/3270610/Sonsgorod_The_Archipelago_Demo/,Sonsgorod: The Archipelago Demo,Sonsgorod: The Archipelago Demo,Sonsgorod: The Archipelago Demo,,,
https://store.steampowered.com/app/3470850/Void_Martyrs/,Void Martyrs,Void Martyrs,Void Martyrs,,,
https://store.steampowered.com/app/3141630/Montabi/,Montabi,Montabi,Montabi,,,
https://store.steampowered.com/app/2921640/EMITIME/,EMITIME,EMITIME,EMITIME,,,
https://store.steampowered.com/app/3215230/Go_Slimey_Go/,Go Slimey Go!,Go Slimey Go!,Go Slimey Go!,,,
https://store.steampowered.com/app/2698470/_/,Kemono Teatime,獸耳紅茶館,けものティータイム,,,
https://store.steampowered.com/app/3622450/b6c165a03a0aa282362876900c092f9fdcef64d5/,Sea Blindness,Sea Blindness,Sea Blindness,,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/3622450/b6c165a03a0aa282362876900c092f9fdcef64d5/header.jpg,
https://store.steampowered.com/app/2445690/Lost_Castle_2/,Lost Castle 2,失落城堡2,Lost Castle 2,,,
https://store.steampowered.com/app/2052990/My_Lovely_Empress/,My Lovely Empress,我親愛的皇后,私の愛しい皇后,,,
https://store.steampowered.com/app/570950/Devilated/,Devilated,飲魔人,Devilated,,,
https://store.steampowered.com/app/2860020/Doors_of_Insanity_ReOpened/,Doors of Insanity: ReOpened,瘋狂之門: 重啟,Doors of Insanity: ReOpened,,,
https://store.steampowered.com/app/2254710/Death_Trick_Double_Blind/,Death Trick: Double Blind,雙盲把戲,デス トリック: ダブル ブラインド,,,
https://store.steampowered.com/app/2550790/Live_Hard_Die_Hard/,"Live Hard, Die Hard","Live Hard, Die Hard","Live Hard, Die Hard",,,
https://store.steampowered.com/app/3480590,Roll Roll Hero,雜牌勇者,ロールロールヒーロー,,,
https://store.steampowered.com/app/2447110/NPCville_Story_of_The_Blacksmith/,NPC Ville: Story of The Blacksmith,NPC Ville: Story of The Blacksmith,NPC Ville: Story of The Blacksmith,,,
https://store.steampowered.com/app/2437330/Novus_Orbis/,Novus Orbis,Novus Orbis,Novus Orbis,,,
https://store.steampowered.com/app/3077670/Water_Delivery,Water Delivery,Water Delivery,Water Delivery,,,
https://store.steampowered.com/app/3301010/DenDen_Tokyo_Horror,Den-Den: Tokyo Horror,Den-Den: Tokyo Horror,Den-Den: 東京ホラー,,,
https://store.steampowered.com/app/2333410/Bullet_Maidens/,Bullet Maidens,武裝少女,Bullet Maidens,,,
https://store.steampowered.com/app/1835080/Taste_Of_Heaven/,Taste Of Heaven,Taste Of Heaven,Taste Of Heaven,,,
https://store.steampowered.com/app/2778160/_The_Nightmare_of_Scarlet_Tempest/,猩红梦魇 The Nightmare of Scarlet Tempest,猩红梦魇 The Nightmare of Scarlet Tempest,猩红梦魇 The Nightmare of Scarlet Tempest,,,
https://store.steampowered.com/app/2445780/Grifford_Academy/,Grifford Academy,Grifford Academy,Grifford Academy,,,
https://store.steampowered.com/app/3297080/_/,The Sisterhood Pasture: Cozy Folklore Farming,The Sisterhood Pasture: Cozy Folklore Farming,The Sisterhood Pasture: Cozy Folklore Farming,,,
https://store.steampowered.com/app/3444000/Firefighters_Together/,Firefighters Together,Firefighters Together,Firefighters Together,,,
https://store.steampowered.com/app/3253930/_/,Rhythm Hotel,Rhythm Hotel,リズムホテル,,,
https://store.steampowered.com/app/1414910/_/,The Shimmering Horizon and Cursed Blacksmith,蒼色之光與魔劍鍛造師,蒼キ光と魔剣の鍛冶師,,,
https://store.steampowered.com/app/3513810/_/,无量疯之章,无量疯之章,无量疯之章,,,
https://store.steampowered.com/app/1934080/2_Floating_Life_2/,Floating Life2,浮生箓2：九九行歌 Floating Life 2,Floating Life2,,,
https://store.steampowered.com/app/2660330/_/,The Eastern Sacrifice,登階,登阶 The Eastern Sacrifice,,,
https://store.steampowered.com/app/2715370/_/,Ancient Cultivatrix,舊日女修,旧日女修 Ancient Cultivatrix,,,
https://store.steampowered.com/app/3614980/,Keytamine,Keytamine,Keytamine,,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/3614980/7ec4b610f3f37e0338115e46bc791f3844ed3d6f/header.jpg,
https://store.steampowered.com/app/3486420/Road_To_School/,Road To School,Road To School,Road To School,,,
https://store.steampowered.com/app/3422450/Stray_of_Lost_Cat/,Stray of Lost Cat,迷途猫的靈魂碎片,Stray of Lost Cat,,,
https://store.steampowered.com/app/2955220/CARD_QUEST/,CARD QUEST,卡牌迷境（CARD QUEST）,卡牌迷境（CARD QUEST）,,,
https://store.steampowered.com/app/3225850/Vending_Machine_Hero/,Vending Machine Hero,Vending Machine Hero,Vending Machine Hero,,,
https://store.steampowered.com/app/2400160/Glyphica_Typing_Surviva,Glyphica: Typing Survival,Glyphica: Typing Survival,Glyphica: Typing Survival,,,
https://store.steampowered.com/app/3421300/Lyca/,Lyca,Lyca,Lyca,,,
https://store.steampowered.com/app/2716930/,The Emperor and State,皇帝與社稷,皇帝与社稷 The Emperor and State,,,
https://store.steampowered.com/app/3367000/_/,Threads of Karma,償,Threads of Karma,,,
https://store.steampowered.com/app/2340520/Tales_of_Seikyu/,Tales of Seikyu,青嵐物語,清宮物語,,,
https://store.steampowered.com/app/3539360/MK/,Full Gear Mong Kok,絕對武裝MK,Full Gear Mong Kok,,,
https://store.steampowered.com/app/2169950,Yasha: Legends of the Demon Blade,百劍討妖傳綺譚,百剣討妖伝綺譚,,,
https://store.steampowered.com/app/1352890/Seekers_Alliance/,Seekers Alliance,追尋者聯盟,Seekers Alliance,,,
